Country,YEAR,GDP,Inflation,CPI
British Virgin Islands,2016,,,
Virgin Islands (U.S.),2016,,,
Vietnam,2016,8232.25409,2.66824817,148.407333
Vanuatu,2016,2917.7333,0.842069084,108.051706
World,2016,15632.3458,1.550016417,
Samoa,2016,6326.12406,1.304718693,109.801066
Kosovo,2016,10007.6892,0.273169431,112.12083
"Yemen, Rep.",2016,,,
South Africa,2016,13748.4614,6.571396422,138.850608
Zambia,2016,3404.67399,17.86973008,169.781989
Zimbabwe,2016,2806.46903,-1.5436696,104.573565
Aruba,2017,38893.9606,-1.02828179,101.385139
Africa Eastern and Southern,2017,3670.8912,6.399343416,
Afghanistan,2017,2058.40022,4.975951506,145.610741
Africa Western and Central,2017,4115.64548,1.764634952,
Angola,2017,7310.89655,29.84358669,270.510219
Albania,2017,12770.9643,2.060598459,115.05927
Andorra,2017,,,
Arab World,2017,14378.7885,1.966825578,
United Arab Emirates,2017,67183.6053,1.966825578,113.302921
Argentina,2017,23597.1178,,
Armenia,2017,12115.1393,0.969553269,124.207629
American Samoa,2017,,,
Antigua and Barbuda,2017,19840.284,2.43248789,112.450169
Australia,2017,48398.5497,1.948647409,115.686785
Austria,2017,54172.9868,2.081269114,113.999739
Azerbaijan,2017,14121.4069,12.93591842,149.508333
Burundi,2017,773.572859,16.0525353,188.682529
Belgium,2017,50442.2705,2.12597086,113.128903
Benin,2017,3044.51716,1.769412474,110.791799
Burkina Faso,2017,2044.38699,1.482998972,109.831523
Bangladesh,2017,4894.56337,5.702070157,161.226459
Bulgaria,2017,21469.9454,2.061596194,107.936147
Bahrain,2017,47709.778,1.386718306,115.184699
"Bahamas, The",2017,35911.6544,1.518207007,110.881575
Bosnia and Herzegovina,2017,13753.8379,0.810133322,102.851586
Belarus,2017,18356.1008,6.031837252,459.025218
Belize,2017,7140.90512,,
Bermuda,2017,81834.9559,,
Bolivia,2017,8423.69756,2.822758055,142.402954
Brazil,2017,14524.6135,3.44637335,155.668786
Barbados,2017,15800.4243,4.66018464,124.245074
Brunei Darussalam,2017,60994.5316,-1.26050565,98.4063384
Bhutan,2017,11142.4747,4.95508367,158.430691
Botswana,2017,15948.032,3.308280768,141.143034
Central African Republic,2017,912.803045,4.180723319,145.47047
Canada,2017,48317.1746,1.596884129,111.984831
Central Europe and the Baltics,2017,29901.296,2.075935537,
Switzerland,2017,69103.5703,0.53378784,98.2668532
Channel Islands,2017,,,
Chile,2017,24411.5448,2.182718469,125.566545
China,2017,14243.5326,1.593136001,119.08805
Cote d'Ivoire,2017,4830.75052,0.685881065,112.451979
Cameroon,2017,3665.11785,0.642673522,114.577144
"Congo, Dem. Rep.",2017,1059.81076,,
"Congo, Rep.",2017,4234.65988,0.450063823,120.657118
Colombia,2017,14171.3205,4.312141032,131.877269
Comoros,2017,3032.26213,,
Cabo Verde,2017,6643.17989,0.784415251,107.935364
Costa Rica,2017,20347.0348,1.62590693,123.45837
Caribbean small states,2017,15925.3955,1.892520278,
Cuba,2017,,,
Curacao,2017,24599.9378,1.585588017,109.745608
Cayman Islands,2017,69753.0896,,
Cyprus,2017,38287.9688,0.531766496,100.807887
Czech Republic,2017,38824.8879,2.450533985,110.867228
Germany,2017,53071.4556,1.509496558,109.352463
Djibouti,2017,4904.97664,0.568112117,116.215753
Dominica,2017,11341.3326,0.296252889,102.852223
Denmark,2017,55356.6808,1.14713217,108.633158
Dominican Republic,2017,16735.3644,3.279556947,125.353534
Algeria,2017,11737.4012,5.59111591,142.384203
East Asia & Pacific (excluding high income),2017,12987.37,2.88291165,
Early-demographic dividend,2017,9086.11759,3.328173375,
East Asia & Pacific,2017,16351.1077,1.800342225,
Europe & Central Asia (excluding high income),2017,20830.3348,3.175309864,
Europe & Central Asia,2017,34073.9375,1.875100596,
Ecuador,2017,11617.9122,0.417335589,124.091409
"Egypt, Arab Rep.",2017,11014.4865,29.50660839,231.094115
Euro area,2017,45610.764,1.381458714,
Eritrea,2017,,,
Spain,2017,39528.9254,1.956076334,108.375372
Estonia,2017,33821.9329,3.417235495,115.455325
Ethiopia,2017,2021.56291,10.68711503,244.649001
European Union,2017,42677.5887,1.429107433,
Fragile and conflict affected situations,2017,4658.84654,2.796373189,
Finland,2017,47570.1336,0.754015047,110.00078
Fiji,2017,13429.3006,3.347578348,124.894797
France,2017,44577.0646,1.032282751,106.864453
Faroe Islands,2017,,,
"Micronesia, Fed. Sts.",2017,3489.70759,0.689027979,112.282554
Gabon,2017,15006.844,2.651925831,114.252447
United Kingdom,2017,46372.3866,2.557755776,114.943592
Georgia,2017,13589.7074,6.035317253,124.180858
Ghana,2017,5115.90675,12.37192155,241.062393
Gibraltar,2017,,,
Guinea,2017,2417.80379,8.91452597,218.710488
"Gambia, The",2017,2072.64683,8.034189745,151.384262
Guinea-Bissau,2017,1925.23774,1.691114618,112.013658
Equatorial Guinea,2017,22550.9582,0.745599218,121.189371
Greece,2017,28604.8609,1.12125452,101.059873
Grenada,2017,16217.4998,0.908458256,106.569335
Greenland,2017,,,
Guatemala,2017,8322.21681,4.424536552,132.838101
Guam,2017,,,
Guyana,2017,12005.4051,1.904656155,112.37429
High income,2017,48428.1801,1.551897512,
"Hong Kong SAR, China",2017,59842.213,1.493872439,127.799054
Honduras,2017,5561.99454,3.934360844,138.053432
Heavily indebted poor countries (HIPC),2017,2531.42446,4.975951506,
Croatia,2017,27154.0847,1.129372103,107.363994
Haiti,2017,3153.29939,10.68008872,159.3962
Hungary,2017,29501.1204,2.348242812,114.450017
IBRD only,2017,12590.4809,3.326033925,
IDA & IBRD total,2017,10341.6913,3.337875861,
IDA total,2017,3667.30856,3.487337227,
IDA blend,2017,5010.74087,0.901210286,
Indonesia,2017,10935.6317,3.80879807,142.182412
IDA only,2017,2998.39587,4.057542082,
Isle of Man,2017,,,
India,2017,6182.92211,3.328173375,159.181198
Not classified,2017,,,
Ireland,2017,77749.202,0.340531561,105.079586
"Iran, Islamic Rep.",2017,15883.3943,8.044924377,333.673322
Iraq,2017,10526.3709,0.184058899,119.418381
Iceland,2017,55638.4921,1.760415592,121.956961
Israel,2017,39121.2958,0.244953121,106.401291
Italy,2017,41581.1208,1.226533166,108.714902
Jamaica,2017,9600.10475,4.37839865,150.751523
Jordan,2017,10003.575,3.323894476,119.329869
Japan,2017,41444.2157,0.484199796,103.96379
Kazakhstan,2017,24862.9661,7.440004373,168.9513
Kenya,2017,4203.58501,8.005722791,172.428239
Kyrgyz Republic,2017,5046.69154,3.175309864,151.592594
Cambodia,2017,3928.37393,2.912635574,124.570453
Kiribati,2017,2069.05418,0.355520889,101.816756
St. Kitts and Nevis,2017,26980.3246,0.694916712,105.661275
"Korea, Rep.",2017,40957.4181,1.944332308,113.050811
Kuwait,2017,50855.5529,2.171832985,124.557632
Latin America & Caribbean (excluding high income),2017,15311.131,3.279556947,
Lao PDR,2017,7257.81211,0.825478608,128.868078
Lebanon,2017,15953.6704,4.321352183,118.999307
Liberia,2017,1564.19768,12.41963239,180.579023
Libya,2017,23467.9784,,
St. Lucia,2017,14928.3961,0.104262079,108.034496
Latin America & Caribbean,2017,15928.7925,2.312249,
Least developed countries: UN classification,2017,2965.09598,4.965517588,
Low income,2017,1963.39715,8.156863234,
Liechtenstein,2017,,,
Sri Lanka,2017,12584.1048,7.704137679,147.087858
Lower middle income,2017,6918.59473,3.627096107,
Low & middle income,2017,10015.1626,3.602477413,
Lesotho,2017,2668.29143,4.447699374,141.450902
Late-demographic dividend,2017,16029.5501,2.177275727,
Lithuania,2017,33761.8712,3.722888623,112.64249
Luxembourg,2017,114985.842,1.730799591,111.413231
Latvia,2017,28673.5634,2.930363124,110.852002
"Macao SAR, China",2017,126144.104,1.228124041,136.098269
St. Martin (French part),2017,,,
Morocco,2017,7312.05664,0.754663249,108.769503
Monaco,2017,,,
Moldova,2017,11651.3174,6.570229975,153.842496
Madagascar,2017,1584.42452,8.609050754,160.711019
Maldives,2017,18057.9109,2.817473382,136.445337
Middle East & North Africa,2017,16627.5351,1.491939455,
Mexico,2017,19721.261,6.04145724,130.197802
Marshall Islands,2017,3711.44609,,
Middle income,2017,10924.2431,3.323894476,
North Macedonia,2017,15706.4442,1.351618897,110.915833
Mali,2017,2246.79742,1.759857429,110.229263
Malta,2017,43559.3162,1.364354482,110.342047
Myanmar,2017,4224.54503,4.572536553,144.606264
Middle East & North Africa (excluding high income),2017,10923.7584,3.822623329,
Montenegro,2017,19682.2652,2.380235991,113.360041
Mongolia,2017,11366.3039,4.310762541,170.800589
Northern Mariana Islands,2017,,,
Mozambique,2017,1283.65987,15.11320739,170.704777
Mauritania,2017,5108.54913,2.275034573,128.078168
Mauritius,2017,21415.1161,3.666997027,125.357593
Malawi,2017,1472.14687,11.54339392,340.242125
Malaysia,2017,26661.5074,3.871201158,119.605066
North America,2017,58746.9576,1.863497066,
Namibia,2017,10171.4215,6.145799811,146.032092
New Caledonia,2017,,,
Niger,2017,1163.22617,2.796373189,108.883879
Nigeria,2017,5190.35613,16.52353998,214.232119
Nicaragua,2017,6004.02858,3.850671663,147.156466
Netherlands,2017,55088.6338,1.381458714,111.042063
Norway,2017,64050.7562,1.875100596,114.550719
Nepal,2017,3565.19781,3.627096107,171.797602
Nauru,2017,12973.8202,,
New Zealand,2017,42218.5377,1.850787675,110.651579
OECD members,2017,43335.8568,1.822643361,
Oman,2017,33308.4843,1.597160603,112.387122
Other small states,2017,22654.4869,2.380235991,
Pakistan,2017,5091.08716,4.08537368,156.911346
Panama,2017,30446.8496,0.875585919,121.577794
Peru,2017,12506.5294,2.994900458,125.52638
Philippines,2017,8120.86879,2.853187726,120.211352
Palau,2017,17768.411,1.417988197,118.329132
Papua New Guinea,2017,4285.10947,5.42204568,143.731384
Poland,2017,30064.5035,2.075935537,109.637671
Pre-demographic dividend,2017,3537.89229,4.975951506,
Puerto Rico,2017,34363.7546,,
"Korea, Dem. People's Rep.",2017,,,
Portugal,2017,33044.7167,1.368614116,109.166705
Paraguay,2017,12590.5484,3.602477413,134.610557
West Bank and Gaza,2017,6401.74089,0.212570934,110.98235
Pacific island small states,2017,7283.35977,1.583942486,
Post-demographic dividend,2017,47523.3049,1.730799591,
French Polynesia,2017,,,
Qatar,2017,91738.7528,0.394878914,115.858803
Romania,2017,27141.9009,1.339021211,113.946362
Russian Federation,2017,25926.4434,3.683329444,168.175239
Rwanda,2017,1975.24866,8.279536723,146.629287
South Asia,2017,5899.62932,4.520228675,
Saudi Arabia,2017,47306.212,-0.83819458,118.029977
Sudan,2017,4598.8501,32.3516261,545.174403
Senegal,2017,3203.90637,1.318153148,106.87056
Singapore,2017,95310.3339,0.57626031,113.265923
Solomon Islands,2017,2663.492,0.48868676,126.541453
Sierra Leone,2017,1633.73074,18.2198092,175.782697
El Salvador,2017,8454.05217,1.012354033,109.945861
San Marino,2017,58867.0133,1.045976835,110.631596
Somalia,2017,1079.11244,,
Serbia,2017,16611.0237,3.131062486,138.665453
Sub-Saharan Africa (excluding high income),2017,3847.60412,5.318716052,
South Sudan,2017,,187.8516303,4583.70546
Sub-Saharan Africa,2017,3849.8193,5.25148135,
Small states,2017,20487.747,1.880384402,
Sao Tome and Principe,2017,3952.94539,5.695088786,171.606332
Suriname,2017,18283.6884,21.99694302,263.967251
Slovak Republic,2017,30061.5515,1.311945882,109.590332
Slovenia,2017,36507.553,1.429107433,107.40211
Sweden,2017,51947.9542,1.794499047,106.491775
Eswatini,2017,8408.03592,6.221375289,155.128045
Sint Maarten (Dutch part),2017,37914.123,2.19201011,116.643546
Seychelles,2017,28116.7105,2.856795756,123.094557
Syrian Arab Republic,2017,,,
Turks and Caicos Islands,2017,27060.5897,,
Chad,2017,1587.03233,-1.53709963,113.981125
East Asia & Pacific (IDA & IBRD countries),2017,13131.9216,2.88291165,
Europe & Central Asia (IDA & IBRD countries),2017,21925.3973,2.755649238,
Togo,2017,2012.24069,-0.9802895,111.503599
Thailand,2017,17422.9524,0.665631893,111.286809
Tajikistan,2017,3252.93266,,
Turkmenistan,2017,14205.0265,,
Latin America & the Caribbean (IDA & IBRD countries),2017,15849.5566,2.822758055,
Timor-Leste,2017,3177.48514,0.52297668,141.583897
Middle East & North Africa (IDA & IBRD countries),2017,10978.9825,4.321352183,
Tonga,2017,6466.34067,7.517062836,121.178359
South Asia (IDA & IBRD),2017,5899.62932,4.520228675,
Sub-Saharan Africa (IDA & IBRD countries),2017,3849.8193,5.25148135,
Trinidad and Tobago,2017,27277.8783,1.880384402,140.323979
Tunisia,2017,11234.4984,5.308848396,135.633146
Turkiye,2017,27913.8187,11.14431108,174.968703
Tuvalu,2017,4010.05072,,
Tanzania,2017,2530.60327,5.318716052,175.037836
Uganda,2017,2074.65244,5.640931922,164.70018
Ukraine,2017,11860.5605,14.43832275,235.299204
Upper middle income,2017,16118.8199,3.205309716,
Uruguay,2017,23009.8742,6.218093826,174.800034
United States,2017,59914.7778,2.130110004,112.411557
Uzbekistan,2017,6840.70986,,
St. Vincent and the Grenadines,2017,13102.1305,2.153336488,107.174777
"Venezuela, RB",2017,,,
British Virgin Islands,2017,,,
Virgin Islands (U.S.),2017,,,
Vietnam,2017,8996.3781,3.520256888,153.631652
Vanuatu,2017,3081.46178,3.084526244,111.384589
World,2017,16275.9775,2.19201011,
Samoa,2017,6486.10834,1.749896775,111.722472
Kosovo,2017,10436.1688,1.488234306,113.789451
"Yemen, Rep.",2017,,,
South Africa,2017,13860.2702,5.184246648,146.048966
Zambia,2017,3485.02178,6.577311542,180.949079
Zimbabwe,2017,2416.04997,0.893962316,105.508414
Aruba,2018,40143.0003,3.626041414,105.061406
Africa Eastern and Southern,2018,3761.03516,4.720811389,
Afghanistan,2018,2082.3922,0.626149149,146.522482
Africa Western and Central,2018,4231.32109,1.784049948,
Angola,2018,7148.93325,19.62860772,323.607609
Albania,2018,13498.1382,2.028059631,117.39274
Andorra,2018,,,
Arab World,2018,14821.6304,2.45814158,
United Arab Emirates,2018,68568.0993,3.068633793,116.779773
Argentina,2018,23290.6757,,
Armenia,2018,13018.8743,2.52023382,127.337952
American Samoa,2018,,,
Antigua and Barbuda,2018,21519.3692,1.207157934,113.80762
Australia,2018,50169.1873,1.911400944,117.898023
Austria,2018,56960.0914,1.998379814,116.277887
Azerbaijan,2018,14549.0619,2.268546904,152.9
Burundi,2018,779.717037,-2.81469808,183.371686
Belgium,2018,52535.2322,2.053164999,115.451626
Benin,2018,3236.29206,0.644803622,111.506189
Burkina Faso,2018,2168.40871,1.955943027,111.979765
Bangladesh,2018,5321.94022,5.543621395,170.164243
Bulgaria,2018,23016.0906,2.814544738,110.974059
Bahrain,2018,47485.6176,2.08766938,117.589374
"Bahamas, The",2018,37065.5344,2.265863467,113.394
Bosnia and Herzegovina,2018,14918.4852,1.41710814,104.309104
Belarus,2018,19428.0075,4.872302206,481.390314
Belize,2018,7318.89784,,
Bermuda,2018,83368.6226,,
Bolivia,2018,8862.31309,2.272059872,145.638434
Brazil,2018,15018.6824,3.664850284,161.373814
Barbados,2018,15988.7702,3.673814104,128.809607
Brunei Darussalam,2018,61831.8888,1.025051793,99.4150543
Bhutan,2018,11619.5575,2.723963862,162.746286
Botswana,2018,16609.9625,3.238015589,145.713267
Central African Republic,2018,955.402049,1.61215687,147.815682
Canada,2018,49992.7623,2.268225672,114.5249
Central Europe and the Baltics,2018,31928.9126,2.534454242,
Switzerland,2018,71660.2068,0.936335464,99.1869606
Channel Islands,2018,,,
Chile,2018,25526.7055,2.434889814,128.623952
China,2018,15495.5484,2.0747904,121.558878
Cote d'Ivoire,2018,5153.72918,0.359409031,112.856141
Cameroon,2018,3800.52695,1.074299452,115.808046
"Congo, Dem. Rep.",2018,1111.83581,,
"Congo, Rep.",2018,4022.27857,1.152778964,122.048027
Colombia,2018,15044.0553,3.240234138,136.150401
Comoros,2018,3146.53165,,
Cabo Verde,2018,7028.17143,1.256995667,109.292107
Costa Rica,2018,21319.044,2.221114615,126.200522
Caribbean small states,2018,16465.8332,1.282842884,
Cuba,2018,,,
Curacao,2018,24771.6008,2.583687566,112.581092
Cayman Islands,2018,73550.418,,
Cyprus,2018,40559.125,1.435491195,102.254975
Czech Republic,2018,41135.493,2.149494949,113.250314
Germany,2018,55235.3663,1.732167661,111.246631
Djibouti,2018,5180.59695,0.14797085,116.387719
Dominica,2018,11996.3663,0.989191119,103.869628
Denmark,2018,57482.9624,0.813609467,109.517007
Dominican Republic,2018,18134.9323,3.56443426,129.821679
Algeria,2018,11908.5376,4.269990205,148.463995
East Asia & Pacific (excluding high income),2018,14055.488,2.828715785,
Early-demographic dividend,2018,9530.14586,3.957218312,
East Asia & Pacific,2018,17448.4492,2.312603433,
Europe & Central Asia (excluding high income),2018,22233.9677,2.611223783,
Europe & Central Asia,2018,35757.7102,2.013219723,
Ecuador,2018,11837.9593,-0.22410325,123.813316
"Egypt, Arab Rep.",2018,11637.8785,14.40146578,264.375055
Euro area,2018,47548.5227,1.703497947,
Eritrea,2018,,,
Spain,2018,40696.3877,1.674981369,110.190639
Estonia,2018,36249.3581,3.436326884,119.422747
Ethiopia,2018,2153.76908,13.83303566,278.491384
European Union,2018,44643.8661,1.73860862,
Fragile and conflict affected situations,2018,4811.06156,2.96760366,
Finland,2018,49580.6052,1.083820984,111.192991
Fiji,2018,14176.906,4.081476376,129.992349
France,2018,46576.6018,1.850815083,108.842316
Faroe Islands,2018,,,
"Micronesia, Fed. Sts.",2018,3543.16117,1.79400376,114.296907
Gabon,2018,15095.9268,4.749066521,119.678372
United Kingdom,2018,47573.488,2.292839903,117.579064
Georgia,2018,14593.9245,2.615244714,127.428492
Ghana,2018,5442.2359,7.808765166,259.886389
Gibraltar,2018,,,
Guinea,2018,2559.42555,9.826001808,240.200984
"Gambia, The",2018,2209.63427,6.520968239,161.255982
Guinea-Bissau,2018,1947.36909,0.381324703,112.440794
Equatorial Guinea,2018,20873.038,1.349884388,122.825288
Greece,2018,29617.5483,0.625621413,101.692125
Grenada,2018,17239.7457,0.804102313,107.426262
Greenland,2018,,,
Guatemala,2018,8664.33432,3.751861867,137.822003
Guam,2018,,,
Guyana,2018,12775.6714,1.282842884,113.815875
High income,2018,50451.2097,1.831883324,
"Hong Kong SAR, China",2018,62513.9553,2.40613432,130.874071
Honduras,2018,5816.06737,4.347349378,144.055097
Heavily indebted poor countries (HIPC),2018,2627.45742,3.048914829,
Croatia,2018,28877.2383,1.50012501,108.974588
Haiti,2018,3240.92437,12.48141112,179.291096
Hungary,2018,31913.0747,2.850247926,117.712126
IBRD only,2018,13411.5383,3.198346416,
IDA & IBRD total,2018,10977.016,3.048914829,
IDA total,2018,3850.2139,3.008259244,
IDA blend,2018,5226.3495,2.309193962,
Indonesia,2018,11643.3973,3.198346416,146.729898
IDA only,2018,3165.97321,3.255194839,
Isle of Man,2018,,,
India,2018,6669.62278,3.938826467,165.451069
Not classified,2018,,,
Ireland,2018,84555.6348,0.488370168,105.592763
"Iran, Islamic Rep.",2018,15677.4298,18.01411834,393.78163
Iraq,2018,10808.2088,0.367441489,119.857174
Iceland,2018,57211.3003,2.682917683,125.228966
Israel,2018,39906.1247,0.817323896,107.270934
Italy,2018,43036.2438,1.137487636,109.95152
Jamaica,2018,9967.42921,3.736638822,156.384563
Jordan,2018,10252.6188,4.462311085,124.654739
Japan,2018,42116.4743,0.989094598,104.99209
Kazakhstan,2018,26154.6019,6.019130966,179.1207
Kenya,2018,4443.45232,4.689819761,180.514812
Kyrgyz Republic,2018,5255.78347,1.542661452,153.931154
Cambodia,2018,4258.70524,2.459085154,127.633747
Kiribati,2018,2197.69948,0.564030491,102.391033
St. Kitts and Nevis,2018,28144.9927,-1.03712214,104.565438
"Korea, Rep.",2018,43044.2918,1.47583935,114.719259
Kuwait,2018,52290.9059,0.543133148,125.234146
Latin America & Caribbean (excluding high income),2018,15739.9238,2.782189496,
Lao PDR,2018,7774.223,2.040392669,131.497493
Lebanon,2018,15933.401,6.076989079,126.230882
Liberia,2018,1580.85467,23.5635149,223.129788
Libya,2018,25556.8544,,
St. Lucia,2018,15651.47,1.935618932,110.125632
Latin America & Caribbean,2018,16406.1297,2.379517334,
Least developed countries: UN classification,2018,3113.84995,3.477966669,
Low income,2018,2033.94841,4.092978193,
Liechtenstein,2018,,,
Sri Lanka,2018,13167.5553,2.135037737,150.228239
Lower middle income,2018,7336.86983,3.938826467,
Low & middle income,2018,10632.3663,3.207200124,
Lesotho,2018,2677.12333,4.751803016,148.17237
Late-demographic dividend,2018,17265.2065,2.474463471,
Lithuania,2018,36376.1898,2.697927792,115.681503
Luxembourg,2018,116965.586,1.528195243,113.115843
Latvia,2018,30877.0419,2.534454242,113.661495
"Macao SAR, China",2018,135535.962,3.004462932,140.187291
St. Martin (French part),2018,,,
Morocco,2018,7624.84424,1.803916711,110.731614
Monaco,2018,,,
Moldova,2018,12658.5038,3.045053973,158.527083
Madagascar,2018,1630.08814,8.594229589,174.522893
Maldives,2018,19242.8317,-0.13337339,136.263355
Middle East & North Africa,2018,17039.798,1.945793046,
Mexico,2018,20096.1567,4.899350154,136.576649
Marshall Islands,2018,3911.76729,,
Middle income,2018,11617.561,3.123630622,
North Macedonia,2018,16796.2702,1.458312985,112.533333
Mali,2018,2338.26031,0.299546507,110.559451
Malta,2018,45568.7232,1.157823625,111.619613
Myanmar,2018,4574.59618,6.872328657,154.544082
Middle East & North Africa (excluding high income),2018,11184.3747,4.366150645,
Montenegro,2018,21513.2998,2.611223783,116.320126
Mongolia,2018,12316.0011,6.812435942,182.436269
Northern Mariana Islands,2018,,,
Mozambique,2018,1320.54788,3.9113344,177.381612
Mauritania,2018,5317.46429,3.048914829,131.983162
Mauritius,2018,22738.693,3.216053831,129.389161
Malawi,2018,1532.48931,12.42017811,382.500802
Malaysia,2018,28236.2072,0.884709161,120.663223
North America,2018,61504.0879,2.355404485,
Namibia,2018,10328.4475,4.291591053,152.299192
New Caledonia,2018,,,
Niger,2018,1229.08009,2.96760366,112.115121
Nigeria,2018,5278.23132,12.09473155,240.142919
Nicaragua,2018,5866.5711,4.94723728,154.436645
Netherlands,2018,57826.6285,1.703497947,112.933662
Norway,2018,69808.3294,2.764831345,117.717854
Nepal,2018,3863.8704,4.061163388,178.774583
Nauru,2018,13960.4433,,
New Zealand,2018,42520.7544,1.598297038,112.42012
OECD members,2018,45008.4507,1.932468123,
Oman,2018,33373.381,0.881302104,113.377592
Other small states,2018,23209.9332,2.647070733,
Pakistan,2018,5420.69579,5.078057259,164.879394
Panama,2018,31780.5991,0.761578359,122.503704
Peru,2018,13086.7904,1.50915423,127.420767
Philippines,2018,8719.58798,5.309346616,126.59379
Palau,2018,18069.8997,2.109704641,120.825527
Papua New Guinea,2018,4289.67688,4.374489215,150.018898
Poland,2018,31953.035,1.812951565,111.625348
Pre-demographic dividend,2018,3619.69708,2.96760366,
Puerto Rico,2018,35118.7828,,
"Korea, Dem. People's Rep.",2018,,,
Portugal,2018,34928.5435,0.993715683,110.251512
Paraguay,2018,13134.1634,3.975610157,139.962148
West Bank and Gaza,2018,6469.15279,-0.19510777,110.765815
Pacific island small states,2018,7581.89904,2.896219323,
Post-demographic dividend,2018,49529.1974,1.73860862,
French Polynesia,2018,,,
Qatar,2018,93143.3456,0.255815383,116.155188
Romania,2018,29342.0411,4.625484431,119.216933
Russian Federation,2018,28821.2617,2.878297236,173.015822
Rwanda,2018,2138.64993,-0.31121016,146.172962
South Asia,2018,6349.49385,3.331395164,
Saudi Arabia,2018,48767.8365,2.45814158,120.931321
Sudan,2018,4474.15576,63.29250735,890.228952
Senegal,2018,3388.55016,0.460985642,107.363218
Singapore,2018,100686.237,0.438620118,113.76273
Solomon Islands,2018,2761.59959,3.46147485,130.921653
Sierra Leone,2018,1694.12841,16.03278985,203.965567
El Salvador,2018,8821.51946,1.090330006,111.144634
San Marino,2018,60969.1659,,
Somalia,2018,1156.51609,,
Serbia,2018,17717.9058,1.959840763,141.383076
Sub-Saharan Africa (excluding high income),2018,3948.03933,4.274621986,
South Sudan,2018,,83.50152949,8411.16963
Sub-Saharan Africa,2018,3950.32598,4.092978193,
Small states,2018,21041.0606,2.29424307,
Sao Tome and Principe,2018,4088.67866,7.857064313,185.089552
Suriname,2018,19459.7015,,
Slovak Republic,2018,31214.5926,2.514037129,112.345474
Slovenia,2018,38961.5444,1.73860862,109.269412
Sweden,2018,53521.6306,1.953535301,108.572129
Eswatini,2018,8725.11044,4.815061675,162.597556
Sint Maarten (Dutch part),2018,35973.1825,,
Seychelles,2018,29427.1647,3.702918391,127.652648
Syrian Arab Republic,2018,,,
Turks and Caicos Islands,2018,28833.656,,
Chad,2018,1613.9796,4.274621986,118.853387
East Asia & Pacific (IDA & IBRD countries),2018,14211.5939,2.828715785,
Europe & Central Asia (IDA & IBRD countries),2018,23398.9459,2.565728801,
Togo,2018,2110.57967,0.928170504,112.538543
Thailand,2018,18533.9647,1.063897542,112.470787
Tajikistan,2018,3496.89134,,
Turkmenistan,2018,15200.0016,,
Latin America & the Caribbean (IDA & IBRD countries),2018,16328.8484,2.298102363,
Timor-Leste,2018,3168.04888,2.29424307,144.832176
Middle East & North Africa (IDA & IBRD countries),2018,11242.4384,4.462311085,
Tonga,2018,6563.66037,5.03209692,127.276171
South Asia (IDA & IBRD),2018,6349.49385,3.331395164,
Sub-Saharan Africa (IDA & IBRD countries),2018,3950.32598,4.092978193,
Trinidad and Tobago,2018,27616.8942,1.018569302,141.753276
Tunisia,2018,11670.3279,7.30759176,145.544663
Turkiye,2018,27960.9803,16.3324639,203.545404
Tuvalu,2018,4127.04466,,
Tanzania,2018,2652.0813,3.494458489,181.15446
Uganda,2018,2175.55372,2.623975052,169.021871
Ukraine,2018,12631.6572,10.95185594,261.068834
Upper middle income,2018,17209.9297,2.611223783,
Uruguay,2018,23585.394,7.606533604,188.096258
United States,2018,62805.2538,2.442583297,115.157303
Uzbekistan,2018,7252.13735,,
St. Vincent and the Grenadines,2018,13776.4494,2.324144854,109.665674
"Venezuela, RB",2018,,,
British Virgin Islands,2018,,,
Virgin Islands (U.S.),2018,,,
Vietnam,2018,9776.8195,3.539628059,159.069641
Vanuatu,2018,3166.9809,2.330963796,113.980923
World,2018,17081.4379,2.438736555,
Samoa,2018,6533.41593,4.197458887,116.411976
Kosovo,2018,11012.1097,1.053797737,114.988562
"Yemen, Rep.",2018,,,
South Africa,2018,14207.4329,4.517165228,152.64624
Zambia,2018,3605.6761,7.494571927,194.510438
Zimbabwe,2018,2556.79348,10.61886587,116.712211
Aruba,2019,39834.2239,4.257462043,109.534355
Africa Eastern and Southern,2019,3814.84663,4.12024587,
Afghanistan,2019,2152.19024,2.302372515,149.895975
Africa Western and Central,2019,4335.40919,1.758565176,
Angola,2019,6995.29974,17.08121521,378.883721
Albania,2019,13999.424,1.41109079,119.049258
Andorra,2019,,,
Arab World,2019,15054.8036,1.091848027,
United Arab Emirates,2019,71144.716,-1.93108115,114.524661
Argentina,2019,22997.3918,,
Armenia,2019,14230.0149,1.443446608,129.176007
American Samoa,2019,,,
Antigua and Barbuda,2019,22772.3093,1.431355982,115.436613
Australia,2019,51748.3977,1.610767873,119.797086
Austria,2019,58076.3488,1.530895642,118.05798
Azerbaijan,2019,15051.5613,2.610571828,156.891564
Burundi,2019,783.157766,-0.68677217,182.11234
Belgium,2019,54278.3895,1.43681957,117.110457
Benin,2019,3426.04909,-0.70502663,110.72004
Burkina Faso,2019,2267.32096,-3.23338934,108.359023
Bangladesh,2019,5784.26964,5.591996399,179.679822
Bulgaria,2019,24497.6273,3.103729448,114.418393
Bahrain,2019,47224.2371,1.005820047,118.772112
"Bahamas, The",2019,38063.816,2.491235274,116.218911
Bosnia and Herzegovina,2019,15711.2377,0.562782154,104.896137
Belarus,2019,20092.8804,5.59815595,508.339294
